date,hour,topic,open,high,low,close,volume,oi,sentiment,klout
4/29/2012,0,surface,23443,22141,14189,25247,65163,0,25,40
4/29/2012,1,surface,24269,30120,16483,30010,58872,0,25,37
4/29/2012,2,surface,43918,63736,18446,45433,127904,0,25,36
4/29/2012,3,surface,29788,44075,22017,31717,105626,0,25,30
4/29/2012,4,surface,30400,40436,21740,30955,111069,0,25,32
4/29/2012,5,surface,52178,72689,20432,96810,185661,0,25,26
4/29/2012,6,surface,61666,81471,42745,65658,239140,0,26,21
4/29/2012,7,surface,19690,21311,12950,20789,59545,0,27,34
4/29/2012,8,surface,13604,15198,12054,14837,63124,0,26,41
4/29/2012,9,surface,36869,39918,25500,41455,175171,0,26,34
4/29/2012,10,surface,31415,36021,23443,39731,161110,0,26,34
4/29/2012,11,surface,59983,69538,38690,74389,397905,0,27,28
4/29/2012,12,surface,41056,50639,26314,42085,162422,0,27,32
4/29/2012,13,surface,23482,31104,11686,36651,97918,0,27,35
4/29/2012,14,surface,63602,77489,52540,70830,202661,0,27,29
4/29/2012,15,surface,29292,26573,26658,29441,102221,0,27,35
4/29/2012,16,surface,52742,67424,23280,78624,112792,0,27,34
4/29/2012,17,surface,15486,15846,8170,22197,39221,0,28,42
4/29/2012,18,surface,41501,59054,43460,39534,157142,0,29,29
4/29/2012,19,surface,26019,33849,25365,33701,98178,0,29,34
4/29/2012,20,surface,57187,71024,50212,79871,223236,0,29,32
4/29/2012,21,surface,10455,13744,4606,13337,36602,0,29,37
4/29/2012,22,surface,28390,27886,11119,27016,47616,0,29,40
4/29/2012,23,surface,13130,14894,12858,14910,58904,0,29,42
4/30/2012,0,surface,16508,22858,10397,18839,87613,0,29,38
4/30/2012,1,surface,23613,35558,18569,25470,47113,0,29,41
4/30/2012,2,surface,48606,62766,47127,53961,133444,0,29,32
4/30/2012,3,surface,64517,82854,65852,61120,200994,0,28,29
4/30/2012,4,surface,23790,31982,19648,23570,78290,0,29,29
4/30/2012,5,surface,23479,34517,22403,37131,88477,0,29,34
4/30/2012,6,surface,15156,14062,14256,14095,46593,0,30,35
4/30/2012,7,surface,37215,48540,15836,49572,108547,0,30,33
4/30/2012,8,surface,64549,75947,45132,72951,282571,0,31,24
4/30/2012,9,surface,54581,50589,39208,54752,235759,0,31,21
4/30/2012,10,surface,22103,22605,10803,28037,84077,0,30,31
4/30/2012,11,surface,67996,100481,51305,97727,351515,0,30,26
4/30/2012,12,surface,59351,82204,37274,62917,205635,0,30,32
4/30/2012,13,surface,63747,71489,38636,73054,241233,0,30,32
4/30/2012,14,surface,21404,22422,9025,22903,39373,0,30,47
4/30/2012,15,surface,58683,59672,59437,60626,214077,0,29,32
4/30/2012,16,surface,16283,20781,7692,21500,50398,0,30,34
4/30/2012,17,surface,48999,68738,42916,63272,205277,0,30,29
4/30/2012,18,surface,60968,59141,34612,64898,209968,0,29,31
4/30/2012,19,surface,25632,36929,15361,48419,91948,0,29,34
4/30/2012,20,surface,55917,89990,23519,57129,99091,0,29,27
4/30/2012,21,surface,38147,51736,40240,43348,143270,0,29,33
4/30/2012,22,surface,28480,30945,18856,32111,84192,0,29,33
4/30/2012,23,surface,33521,33274,13877,48417,108496,0,29,31
5/1/2012,0,surface,20799,22672,22280,20680,98803,0,30,28
5/1/2012,1,surface,46100,54618,21256,63873,103624,0,30,32
5/1/2012,2,surface,17182,24418,17525,18061,60802,0,30,34
5/1/2012,3,surface,25116,37336,17344,25504,84880,0,30,38
5/1/2012,4,surface,24210,27510,21324,30126,66174,0,30,31
5/1/2012,5,surface,12064,16231,12258,13704,37873,0,30,37
5/1/2012,6,surface,39903,45040,29182,45268,162965,0,31,26
5/1/2012,7,surface,34463,35696,35784,33063,133953,0,32,27
5/1/2012,8,surface,13445,17976,9979,19872,64416,0,32,42
5/1/2012,9,surface,53524,66399,52008,58712,301394,0,32,19
5/1/2012,10,surface,65684,71968,30458,78990,337006,0,31,26
5/1/2012,11,surface,36829,58853,25784,55871,230799,0,31,23
5/1/2012,12,surface,46690,68438,27220,73433,167993,0,30,26
5/1/2012,13,surface,66697,70777,60825,74831,246275,0,31,24
5/1/2012,14,surface,56079,54965,30410,64733,199521,0,30,24
5/1/2012,15,surface,8797,10107,6517,9263,24542,0,29,46
5/1/2012,16,surface,54290,81446,41546,70443,253673,0,29,31
5/1/2012,17,surface,12927,13786,9068,12076,32694,0,30,38
5/1/2012,18,surface,18653,26823,7237,20176,77754,0,30,36
5/1/2012,19,surface,47638,73379,23925,53091,151790,0,30,24
5/1/2012,20,surface,13850,17196,12016,17282,63409,0,30,33
5/1/2012,21,surface,12561,16142,6985,17195,29860,0,29,46
5/1/2012,22,surface,68637,67499,25495,86707,197363,0,29,21
5/1/2012,23,surface,9718,15422,4824,9780,31832,0,29,41
5/2/2012,0,surface,26123,39798,22092,28814,121051,0,29,25
5/2/2012,1,surface,42085,60033,43581,42955,121021,0,30,26
5/2/2012,2,surface,49649,70160,22134,48436,143036,0,30,34
5/2/2012,3,surface,48454,48822,54697,50618,129070,0,30,32
5/2/2012,4,surface,49422,55469,20468,49647,155895,0,29,23
5/2/2012,5,surface,26001,37557,11447,37540,99989,0,29,32
5/2/2012,6,surface,48181,44691,43109,45450,155674,0,29,29
5/2/2012,7,surface,53415,70209,30088,80937,159629,0,29,27
5/2/2012,8,surface,62809,75267,36380,107356,254785,0,28,30
5/2/2012,9,surface,28021,34701,12261,27771,157784,0,28,30
5/2/2012,10,surface,16028,15427,13978,16588,83214,0,28,34
5/2/2012,11,surface,36490,39655,36878,41448,222311,0,28,32
5/2/2012,12,surface,55133,65191,30969,85920,199606,0,28,30
5/2/2012,13,surface,57722,81340,46125,71515,283474,0,28,26
5/2/2012,14,surface,60767,96297,22786,70768,102469,0,28,32
5/2/2012,15,surface,55129,63548,40137,61988,187674,0,29,33
5/2/2012,16,surface,45616,66999,20404,63403,183997,0,29,29
5/2/2012,17,surface,23333,32902,25619,26794,106405,0,28,35
5/2/2012,18,surface,25991,37791,25845,35734,118194,0,29,37
5/2/2012,19,surface,63986,89124,46463,87405,266032,0,28,25
5/2/2012,20,surface,34231,40202,23930,34028,98369,0,28,36
5/2/2012,21,surface,58467,74599,38381,91173,149339,0,28,33
5/2/2012,22,surface,52613,56036,41609,62489,186329,0,28,25
5/2/2012,23,surface,51907,49692,28051,60833,117838,0,28,28
5/3/2012,0,surface,63229,87307,39463,82262,241633,0,28,30
5/3/2012,1,surface,11647,14222,9141,13669,23295,0,28,51
5/3/2012,2,surface,13366,14198,12309,17021,32977,0,27,41
5/3/2012,3,surface,11837,13311,11636,12300,32359,0,28,40
5/3/2012,4,surface,11895,14863,11116,12566,31698,0,29,38
5/3/2012,5,surface,15396,17534,11416,14249,55010,0,28,33
5/3/2012,6,surface,32890,37833,25764,41339,116224,0,28,28
5/3/2012,7,surface,62022,71012,25456,74199,202609,0,29,23
5/3/2012,8,surface,23406,26446,14720,26835,89086,0,28,34
5/3/2012,9,surface,19231,21500,19308,20628,94254,0,28,38
5/3/2012,10,surface,61087,60945,28796,66978,247743,0,28,23
5/3/2012,11,surface,31428,32496,18282,39673,115526,0,28,27
5/3/2012,12,surface,25236,39178,10379,36309,65242,0,28,32
5/3/2012,13,surface,29076,39247,29071,34694,111940,0,28,36
5/3/2012,14,surface,11918,13807,8371,10669,49104,0,29,42
5/3/2012,15,surface,50485,71492,20193,82874,239727,0,29,22
5/3/2012,16,surface,66978,70154,62709,68947,250404,0,29,20
5/3/2012,17,surface,42120,59920,20932,64149,102566,0,30,34
5/3/2012,18,surface,25602,31916,9321,22195,90562,0,31,30
5/3/2012,19,surface,37565,37865,26781,40517,108771,0,31,27
5/3/2012,20,surface,60569,88770,51789,84081,306616,0,31,22
5/3/2012,21,surface,53055,68086,29406,70180,128924,0,31,36
5/3/2012,22,surface,40683,46144,33471,43278,135755,0,31,27
5/3/2012,23,surface,69530,96806,62460,86756,295956,0,32,29
5/4/2012,0,surface,18103,20375,19487,19833,83200,0,31,39
5/4/2012,1,surface,18625,22162,18910,20943,45306,0,31,44
5/4/2012,2,surface,48738,61492,26436,51032,86478,0,30,35
5/4/2012,3,surface,41627,52362,35628,61047,140086,0,31,31
5/4/2012,4,surface,59217,84821,33090,87861,239293,0,30,28
5/4/2012,5,surface,58804,71093,22472,100032,182465,0,30,33
5/4/2012,6,surface,75318,86577,67640,79067,256911,0,30,21
5/4/2012,7,surface,50460,45822,36530,46625,168382,0,31,25
5/4/2012,8,surface,11313,12182,12059,11185,53768,0,30,34
5/4/2012,9,surface,33558,32430,30423,34756,145444,0,30,33
5/4/2012,10,surface,58306,69366,26782,81907,188459,0,29,29
5/4/2012,11,surface,59282,72477,57561,73607,420215,0,30,18
5/4/2012,12,surface,69265,80884,38636,84378,344371,0,30,24
5/4/2012,13,surface,34710,33832,19478,45494,119091,0,30,25
5/4/2012,14,surface,15256,22587,8031,29816,69627,0,31,32
5/4/2012,15,surface,47864,53537,32674,62504,216893,0,30,31
5/4/2012,16,surface,61291,87682,34381,102319,250597,0,30,23
5/4/2012,17,surface,62404,68058,63194,64384,239114,0,31,24
5/4/2012,18,surface,39763,41133,13865,46842,112968,0,30,32
5/4/2012,19,surface,17296,16519,7177,18140,43715,0,30,44
5/4/2012,20,surface,60630,79497,25148,81931,288810,0,30,27
5/4/2012,21,surface,35454,37569,13343,53801,85511,0,30,37
5/4/2012,22,surface,47567,75040,23345,52973,114986,0,30,27
5/4/2012,23,surface,47843,49364,43614,47903,206178,0,30,29
5/5/2012,0,surface,13086,15892,4867,16287,67945,0,30,36
5/5/2012,1,surface,53754,56615,19517,69556,97344,0,29,30
5/5/2012,2,surface,68444,66460,35843,77375,159857,0,29,26
5/5/2012,3,surface,55668,59494,34360,76629,100964,0,29,27
5/5/2012,4,surface,20295,21675,17683,20862,59251,0,29,41
5/5/2012,5,surface,57711,64250,38264,66585,179307,0,30,30
5/5/2012,6,surface,40893,45973,16012,63431,125603,0,31,35
5/5/2012,7,surface,28136,31723,17640,36801,100204,0,31,28
5/5/2012,8,surface,62627,90673,32160,81396,211818,0,30,21
5/5/2012,9,surface,24289,30234,12328,26582,130975,0,31,32
5/5/2012,10,surface,33897,39733,23259,35348,182203,0,32,30
5/5/2012,11,surface,25964,25439,15645,25316,100666,0,32,28
5/5/2012,12,surface,15823,24130,17592,25729,87890,0,32,38
5/5/2012,13,surface,62892,78654,54123,73909,277023,0,32,29
5/5/2012,14,surface,30935,40839,33012,40034,138469,0,31,25
5/5/2012,15,surface,11815,14575,9761,14680,51124,0,30,33
5/5/2012,16,surface,15288,15174,12886,16319,54981,0,31,43
5/5/2012,17,surface,50400,57045,46428,49443,180410,0,30,30
5/5/2012,18,surface,49080,56707,23131,56718,170064,0,30,23
5/5/2012,19,surface,39034,44457,17026,56995,87095,0,30,31
5/5/2012,20,surface,62902,93739,38480,117626,221183,0,30,29
5/5/2012,21,surface,24679,26123,17793,24909,96832,0,30,30
5/5/2012,22,surface,32136,31214,13241,41428,82053,0,30,38
5/5/2012,23,surface,26225,31311,28358,31642,116021,0,29,25
5/6/2012,0,surface,63816,76808,43843,91397,345004,0,30,28
5/6/2012,1,surface,24335,35994,16846,29090,54670,0,29,35
5/6/2012,2,surface,28511,30715,24556,32366,67786,0,29,30
5/6/2012,3,surface,46578,61881,33614,58503,92957,0,28,28
5/6/2012,4,surface,10245,12088,4031,13469,29330,0,28,42
5/6/2012,5,surface,34083,40875,32233,39808,124555,0,29,27
5/6/2012,6,surface,70699,108977,35669,136847,276733,0,29,30
5/6/2012,7,surface,55799,73928,30349,81759,276801,0,29,31
5/6/2012,8,surface,31987,39351,14627,37520,124739,0,29,34
5/6/2012,9,surface,57356,67732,50343,69303,320770,0,30,19
5/6/2012,10,surface,28389,25947,25697,27577,146167,0,31,34
5/6/2012,11,surface,28292,29345,21443,36652,138523,0,32,32
5/6/2012,12,surface,13285,15866,13906,15345,61805,0,32,41
5/6/2012,13,surface,54145,65706,28353,73760,204141,0,32,26
5/6/2012,14,surface,32725,44334,22864,33523,132184,0,32,35
5/6/2012,15,surface,46106,53509,32681,58641,146650,0,32,31
5/6/2012,16,surface,68538,85793,61550,74412,249394,0,33,21
5/6/2012,17,surface,24211,28160,21717,30526,92882,0,34,30
5/6/2012,18,surface,48046,59436,22742,50427,193705,0,33,27
5/6/2012,19,surface,13726,16509,12056,13419,47227,0,34,33
5/6/2012,20,surface,50525,72974,18507,56432,67903,0,34,41
5/6/2012,21,surface,56856,68399,20987,62064,153770,0,35,27
5/6/2012,22,surface,28450,32367,20413,36717,83644,0,35,37
5/6/2012,23,surface,52308,74605,21936,85541,266898,0,34,25
5/7/2012,0,surface,72811,80595,42094,100437,267368,0,35,30
5/7/2012,1,surface,37240,37898,22608,36748,56288,0,35,34
5/7/2012,2,surface,69671,82590,57295,71255,188349,0,34,32
5/7/2012,3,surface,48988,52216,41265,51285,111157,0,35,25
5/7/2012,4,surface,60479,86355,48495,102135,266062,0,34,22
5/7/2012,5,surface,45800,50044,18594,65279,132821,0,34,28
5/7/2012,6,surface,43740,43139,24504,49315,121442,0,34,32
5/7/2012,7,surface,34518,55505,28835,61549,140749,0,34,32
5/7/2012,8,surface,28754,34183,22374,30136,104039,0,35,38
5/7/2012,9,surface,34019,42571,13678,36179,106133,0,35,30
5/7/2012,10,surface,54643,65115,27137,97679,333754,0,34,31
5/7/2012,11,surface,30734,33594,28695,30616,177025,0,35,31
5/7/2012,12,surface,14874,15712,16143,16501,70348,0,36,37
5/7/2012,13,surface,34426,45174,28874,34783,118142,0,36,32
5/7/2012,14,surface,32670,32912,13253,48371,67757,0,37,36
5/7/2012,15,surface,41646,60467,34279,40382,194119,0,37,21
5/7/2012,16,surface,25939,24430,11556,29486,87313,0,37,39
5/7/2012,17,surface,46360,62510,37250,65647,134075,0,38,29
5/7/2012,18,surface,54405,52186,49822,54243,177798,0,38,34
5/7/2012,19,surface,60636,66673,44636,78406,242660,0,38,24
5/7/2012,20,surface,51520,71106,28084,55314,122307,0,38,33
5/7/2012,21,surface,31088,33877,21142,37770,123018,0,39,28
5/7/2012,22,surface,41261,60870,15809,81469,105213,0,39,36
5/7/2012,23,surface,13675,18037,11101,14102,56983,0,39,39
5/8/2012,0,surface,22477,30364,10811,24593,100820,0,39,34
5/8/2012,1,surface,31433,41595,30897,30411,75622,0,39,34
5/8/2012,2,surface,66390,78979,50755,82814,156546,0,39,24
5/8/2012,3,surface,20755,25318,17685,27753,64795,0,39,42
5/8/2012,4,surface,54398,52618,54114,49883,143694,0,39,34
5/8/2012,5,surface,26169,28383,22925,35016,92005,0,39,27
5/8/2012,6,surface,14888,16613,11368,16758,46731,0,39,33
5/8/2012,7,surface,13653,14115,10419,15044,51702,0,39,34
5/8/2012,8,surface,33407,44513,23511,45388,162575,0,40,29
5/8/2012,9,surface,51312,66506,18706,88301,182677,0,40,33
5/8/2012,10,surface,12730,13971,7290,15924,46523,0,39,43
5/8/2012,11,surface,21504,24876,9654,33588,97432,0,39,36
5/8/2012,12,surface,45771,60406,26982,53315,197259,0,39,29
5/8/2012,13,surface,38595,49877,16136,51543,178538,0,40,34
5/8/2012,14,surface,54985,72230,47826,77159,238794,0,39,31
5/8/2012,15,surface,38911,61158,38313,57704,182560,0,39,26
5/8/2012,16,surface,56304,81787,35957,65375,144272,0,39,30
5/8/2012,17,surface,35118,41002,27255,40917,125534,0,39,32
5/8/2012,18,surface,40627,59147,17491,45703,195427,0,38,29
5/8/2012,19,surface,17131,25234,10474,18251,60970,0,38,39
5/8/2012,20,surface,57946,59032,48090,63659,177206,0,39,29
5/8/2012,21,surface,67762,97139,59664,68217,260505,0,39,29
5/8/2012,22,surface,33492,55246,36569,46805,178149,0,39,27
5/8/2012,23,surface,62133,73040,33438,75808,271060,0,39,23
5/9/2012,0,surface,66640,90435,28219,106336,236933,0,38,29
5/9/2012,1,surface,31389,30540,25801,32761,67598,0,38,29
5/9/2012,2,surface,38363,58296,20618,53456,121430,0,37,29
5/9/2012,3,surface,36492,36666,19696,38459,62659,0,38,33
5/9/2012,4,surface,24502,25552,20515,28755,60934,0,38,33
5/9/2012,5,surface,53976,60124,27752,69719,109531,0,38,33
5/9/2012,6,surface,60015,94737,23778,57921,165126,0,39,34
5/9/2012,7,surface,60002,80701,34616,97112,221386,0,39,28
5/9/2012,8,surface,35788,38041,22906,38322,143484,0,39,25
5/9/2012,9,surface,59417,81149,49709,61162,368048,0,40,27
5/9/2012,10,surface,69421,98372,27861,120627,382320,0,40,28
5/9/2012,11,surface,45788,60329,33718,44714,292988,0,40,31
5/9/2012,12,surface,67353,74175,51790,66898,242002,0,40,23
5/9/2012,13,surface,66463,103680,38882,97631,180275,0,40,29
5/9/2012,14,surface,13780,14710,8516,17842,47471,0,39,35
5/9/2012,15,surface,59135,66434,29367,73858,186489,0,40,22
5/9/2012,16,surface,17691,22243,17683,18151,64159,0,40,39
5/9/2012,17,surface,42867,37584,41736,42445,140893,0,40,32
5/9/2012,18,surface,15098,15785,6097,24863,38308,0,39,48
5/9/2012,19,surface,12454,21070,6550,24847,73755,0,39,28
5/9/2012,20,surface,68475,71378,46649,77803,236622,0,39,25
5/9/2012,21,surface,41105,48327,32264,48647,118835,0,39,31
5/9/2012,22,surface,19471,22801,12861,27760,77367,0,38,38
5/9/2012,23,surface,23807,35491,23906,27650,157645,0,38,28
5/10/2012,0,surface,28644,34306,22125,37885,107813,0,38,25
5/10/2012,1,surface,38661,47216,24871,62989,77348,0,38,39
5/10/2012,2,surface,35689,47037,39133,41431,105303,0,37,29
5/10/2012,3,surface,25285,33986,17637,41268,60097,0,38,35
5/10/2012,4,surface,48839,67251,33665,59494,109807,0,39,27
5/10/2012,5,surface,54843,78231,52365,65995,210389,0,39,22
5/10/2012,6,surface,9115,11010,7221,10846,29126,0,39,41
5/10/2012,7,surface,37786,41004,33199,38777,145040,0,40,27
5/10/2012,8,surface,58593,82420,57943,68551,247107,0,40,30
5/10/2012,9,surface,24940,28958,10406,26767,100789,0,40,33
5/10/2012,10,surface,65939,69765,25783,68254,192618,0,39,28
5/10/2012,11,surface,40138,44612,24119,40974,138895,0,39,29
5/10/2012,12,surface,57674,80251,30894,91823,266902,0,39,25
5/10/2012,13,surface,52929,59990,48961,62396,216241,0,38,23
5/10/2012,14,surface,60278,86068,52867,100731,305029,0,38,24
5/10/2012,15,surface,11818,17340,4800,14615,59096,0,39,35
5/10/2012,16,surface,60372,65946,35972,69485,135250,0,39,34
5/10/2012,17,surface,17485,25642,14801,21935,51778,0,39,38
5/10/2012,18,surface,28143,26257,16200,28981,80186,0,39,29
5/10/2012,19,surface,8429,10765,8289,9809,33164,0,40,45
5/10/2012,20,surface,18606,16980,10916,22539,39316,0,40,47
5/10/2012,21,surface,10916,16240,4366,22119,40479,0,41,42
5/10/2012,22,surface,23872,33054,8449,31436,93505,0,41,31
5/10/2012,23,surface,72312,78244,41177,67731,255658,0,41,31
5/11/2012,0,surface,41070,49732,31875,49836,152016,0,41,27
5/11/2012,1,surface,41945,62317,19677,61025,44754,0,41,41
5/11/2012,2,surface,63066,101194,44862,102897,216556,0,41,22
5/11/2012,3,surface,47414,70196,44716,62504,147643,0,42,32
5/11/2012,4,surface,45138,66341,24025,60978,86127,0,43,32
5/11/2012,5,surface,47752,49416,39702,47844,146647,0,43,29
5/11/2012,6,surface,32823,36631,35521,33652,115620,0,43,25
5/11/2012,7,surface,51447,49419,21545,70154,157428,0,43,27
5/11/2012,8,surface,10919,14429,5902,11749,39095,0,43,47
5/11/2012,9,surface,34149,31533,16574,39509,117472,0,43,28
5/11/2012,10,surface,61772,97906,46777,71871,399979,0,42,26
5/11/2012,11,surface,58378,66198,51936,66918,288223,0,43,25
5/11/2012,12,surface,13293,19478,11344,21070,63685,0,43,42
5/11/2012,13,surface,21140,22233,19689,22816,89877,0,43,28
5/11/2012,14,surface,51029,64565,23732,77379,232449,0,43,25
5/11/2012,15,surface,49247,62660,36676,80888,183992,0,43,32
5/11/2012,16,surface,9703,14201,8830,15213,40787,0,43,43
5/11/2012,17,surface,50583,61477,34274,65853,151457,0,42,25
5/11/2012,18,surface,25602,37192,9834,37150,62790,0,42,34
5/11/2012,19,surface,12332,17449,10581,15440,48024,0,43,33
5/11/2012,20,surface,32984,46583,21746,47230,128570,0,43,33
5/11/2012,21,surface,21925,32766,21376,30187,95306,0,43,36
5/11/2012,22,surface,62335,82248,36894,60190,144810,0,43,24
5/11/2012,23,surface,62039,64171,40609,74737,182699,0,42,34
5/12/2012,0,surface,29960,41519,17024,32385,145327,0,42,29
5/12/2012,1,surface,54197,52836,49533,53436,102792,0,43,26
5/12/2012,2,surface,20838,24051,21713,23034,57213,0,42,43
5/12/2012,3,surface,18848,30636,11724,25119,54600,0,42,39
5/12/2012,4,surface,47438,62677,31092,68982,85275,0,42,29
5/12/2012,5,surface,16657,19187,13170,15904,48318,0,42,35
5/12/2012,6,surface,18136,19696,14188,23277,57801,0,41,41
5/12/2012,7,surface,32246,34600,25061,31526,107389,0,42,31
5/12/2012,8,surface,45528,48584,47568,45876,214463,0,41,21
5/12/2012,9,surface,25142,32316,18724,33037,151576,0,41,27
5/12/2012,10,surface,45866,45408,22445,69246,220349,0,40,31
5/12/2012,11,surface,61979,67914,61617,65745,349789,0,39,24
5/12/2012,12,surface,50642,83592,39419,70766,221602,0,39,30
5/12/2012,13,surface,15237,14967,7057,16769,49080,0,39,40
5/12/2012,14,surface,62572,61330,23364,80867,231210,0,40,26
5/12/2012,15,surface,64318,80966,24385,94837,282480,0,41,19
5/12/2012,16,surface,35336,44488,29830,45751,149541,0,41,35
5/12/2012,17,surface,41161,69005,26441,48263,126374,0,41,34
5/12/2012,18,surface,43819,64866,22470,78414,88940,0,41,36
5/12/2012,19,surface,24585,24331,25413,27110,91298,0,40,39
5/12/2012,20,surface,54590,70067,28985,74372,212737,0,40,29
5/12/2012,21,surface,20920,29361,13781,29797,87882,0,41,35
5/12/2012,22,surface,49515,50518,48180,59029,172916,0,40,32
5/12/2012,23,surface,17016,17514,12887,16404,63975,0,40,35
5/13/2012,0,surface,33655,35947,26773,39535,144930,0,40,32
5/13/2012,1,surface,68469,79927,63973,71481,172209,0,41,31
5/13/2012,2,surface,23126,38186,20397,34604,62178,0,41,34
5/13/2012,3,surface,39639,49028,16659,58331,61745,0,41,38
5/13/2012,4,surface,58577,70528,26961,55261,168616,0,41,31
5/13/2012,5,surface,50724,48230,23765,49070,103147,0,41,31
5/13/2012,6,surface,37921,51466,15217,50862,61627,0,41,31
5/13/2012,7,surface,18098,16816,11778,19554,52469,0,42,42
5/13/2012,8,surface,61289,74838,31661,85401,203740,0,41,29
5/13/2012,9,surface,13672,16419,8493,18912,52782,0,41,39
5/13/2012,10,surface,32473,37908,12235,54677,192757,0,42,28
5/13/2012,11,surface,49262,62088,22443,87162,226554,0,42,23
5/13/2012,12,surface,51403,62259,19928,80941,204956,0,41,23
5/13/2012,13,surface,18567,20537,7589,20459,53454,0,41,32
5/13/2012,14,surface,53695,80248,42466,83229,171766,0,42,29
5/13/2012,15,surface,32744,35630,13511,49778,62241,0,42,31
5/13/2012,16,surface,71636,99764,38784,82038,196269,0,42,32
5/13/2012,17,surface,29383,33618,19565,32694,90577,0,43,33
5/13/2012,18,surface,23984,21060,23722,23417,84625,0,42,35
5/13/2012,19,surface,55607,69443,45957,65563,217440,0,42,23
5/13/2012,20,surface,49808,57313,26181,74197,169203,0,42,30
5/13/2012,21,surface,12189,16773,8509,14982,35909,0,42,45
5/13/2012,22,surface,50172,62082,42211,57994,153986,0,42,25
5/13/2012,23,surface,33439,35594,15181,33927,115626,0,43,37
5/14/2012,0,surface,29842,42008,14105,49483,61580,0,42,30
5/14/2012,1,surface,31997,42433,18528,41726,84011,0,41,31
5/14/2012,2,surface,69505,88848,38638,95324,169462,0,41,22
5/14/2012,3,surface,12992,16916,6817,14205,41458,0,40,39
5/14/2012,4,surface,28939,44418,14790,28902,46373,0,40,39
5/14/2012,5,surface,60008,66736,46553,61484,152598,0,41,25
5/14/2012,6,surface,13027,14905,12151,16507,44522,0,41,41
5/14/2012,7,surface,72763,86222,62097,65461,292859,0,42,26
5/14/2012,8,surface,41787,56928,15442,82165,204776,0,42,22
5/14/2012,9,surface,74699,93382,65334,91341,462456,0,42,20
5/14/2012,10,surface,45263,56486,37124,51028,200380,0,41,26
5/14/2012,11,surface,19860,32332,12819,36484,134903,0,40,35
5/14/2012,12,surface,43880,67803,17252,70003,83769,0,41,38
5/14/2012,13,surface,19609,26851,8340,39242,90837,0,40,36
5/14/2012,14,surface,30878,38239,18102,47464,104702,0,40,32
5/14/2012,15,surface,57231,65602,22572,83353,150961,0,40,28
5/14/2012,16,surface,56440,56138,43363,71601,175303,0,40,23
5/14/2012,17,surface,15803,19088,11301,21878,49907,0,40,41
5/14/2012,18,surface,30766,49153,15119,32084,148445,0,40,27
5/14/2012,19,surface,26351,31781,10553,25481,73623,0,40,29
5/14/2012,20,surface,16075,18055,8080,16791,40660,0,40,42
5/14/2012,21,surface,12291,15592,6340,15402,35538,0,40,49
5/14/2012,22,surface,66786,88919,56270,94146,286736,0,40,25
5/14/2012,23,surface,37603,40564,35959,38180,151632,0,40,23
5/15/2012,0,surface,19702,22431,10151,22050,47466,0,41,35
5/15/2012,1,surface,15516,21460,6201,18936,16369,0,41,60
5/15/2012,2,surface,50621,52275,21698,77823,75535,0,41,35
5/15/2012,3,surface,33488,31970,32489,38778,85181,0,40,28
5/15/2012,4,surface,30791,47230,27680,45740,111159,0,40,34
5/15/2012,5,surface,36369,56406,26454,63161,102227,0,41,33
5/15/2012,6,surface,40332,51238,24608,64952,97372,0,41,28
5/15/2012,7,surface,23863,24786,15081,28989,98534,0,41,27
5/15/2012,8,surface,51184,54279,42781,65235,180160,0,40,29
5/15/2012,9,surface,28948,45957,20870,30282,179857,0,41,30
5/15/2012,10,surface,51758,71014,37213,60542,225302,0,41,29
5/15/2012,11,surface,70310,89670,56024,62726,404770,0,41,20
5/15/2012,12,surface,58139,75028,24712,62057,316943,0,40,19
5/15/2012,13,surface,21683,27924,17837,28222,104817,0,40,36
5/15/2012,14,surface,51699,83644,27166,53739,202526,0,40,24
5/15/2012,15,surface,19825,21510,19589,20047,72812,0,40,37
5/15/2012,16,surface,60971,64693,51361,70353,225681,0,41,21
5/15/2012,17,surface,42846,47606,28456,51033,162050,0,41,34
5/15/2012,18,surface,63720,84701,39643,68810,179289,0,41,31
5/15/2012,19,surface,69765,99150,39867,105974,236116,0,40,29
5/15/2012,20,surface,46009,74584,24603,66629,207312,0,40,28
5/15/2012,21,surface,31513,39510,28479,36395,137161,0,40,25
5/15/2012,22,surface,61015,69593,52865,68451,201811,0,39,31
5/15/2012,23,surface,33984,44743,26340,46279,125975,0,38,27
5/16/2012,0,surface,44188,58496,41050,44979,222013,0,37,29
5/16/2012,1,surface,47944,46661,23758,58535,94715,0,38,31
5/16/2012,2,surface,21755,33927,16328,31811,71275,0,39,30
5/16/2012,3,surface,26102,29408,13292,35000,70480,0,38,35
5/16/2012,4,surface,52556,55306,37581,62099,130521,0,37,36
5/16/2012,5,surface,36745,47004,15970,48148,51154,0,37,43
5/16/2012,6,surface,37305,49796,13373,44308,96861,0,37,27
5/16/2012,7,surface,34207,35996,14861,41604,130934,0,38,36
5/16/2012,8,surface,32834,43188,33372,39828,169930,0,37,22
5/16/2012,9,surface,62140,79057,37370,80189,278345,0,37,25
5/16/2012,10,surface,64989,95327,56653,75859,438580,0,37,29
5/16/2012,11,surface,26622,28973,18132,37222,116662,0,37,26
5/16/2012,12,surface,32153,31568,23537,40799,105006,0,37,34
5/16/2012,13,surface,54493,74884,51351,54907,258065,0,37,26
5/16/2012,14,surface,50935,61756,50018,62034,215650,0,37,31
